PFAM_ID	Description	Present_in_these_samples
PF08378	NERD	TY2482.pfam,LB226692.pfam,Escherichia_coli_E24377A_uid13960.pfam,
PF08386	Abhydrolase_4	Escherichia_coli_SE11_uid18057.pfam,
PF08388	GIIM	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08400	phage_tail_N	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08401	DUF1738	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08402	TOBE_2	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08410	DUF1737	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08411	Exonuc_X-T_C	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08413	Metallophos_C	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08415	NRPS	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08433	KTI12	Escherichia_coli_W_uid48011.pfam,Escherichia_coli_KO11_uid33875.pfam,
PF08436	DXP_redisom_C	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08437	Glyco_transf_8N	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08442	ATP-grasp_2	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08443	RimK	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08447	PAS_3	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08448	PAS_4	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08459	UvrC_HhH_N	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08461	HTH_12	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08463	EcoEI_R_C	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08468	MTS_N	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08478	POTRA_1	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08479	POTRA_2	Escherichia_coli_E24377A_uid13960.pfam,
PF08482	HrpB_C	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08486	SpoIID	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08494	DEAD_assoc	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08496	Peptidase_S49_N	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08497	Radical_SAM_N	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08501	Shikimate_dh_N	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08502	LeuA_dimer	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08525	OapA_N	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08529	NusA_N	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08534	Redoxin	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08541	ACP_syn_III_C	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08543	Phos_pyr_kin	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08544	GHMP_kinases_C	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08545	ACP_syn_III	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08546	ApbA_C	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08645	PNK3P	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08659	KR	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08666	SAF	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08669	GCV_T_C	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08676	MutL_C	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08681	DUF1778	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08719	DUF1768	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08721	TnsA_C	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08722	TnsA_N	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08751	TrwC	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_E24377A_uid13960.pfam,
PF08753	NikR_C	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08755	YccV-like	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08765	Mor	Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,
PF08774	VRR_NUC	Escherichia_coli_IAI1_uid33373.pfam,
PF08775	ParB	Escherichia_coli_SE11_uid18057.pfam,
PF08786	DUF1795	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08798	CRISPR_assoc	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08803	ydhR	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08805	PilS	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,
PF08816	Ivy	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08841	DDR	Escherichia_coli_E24377A_uid13960.pfam,
PF08843	DUF1814	Escherichia_coli_W_uid48011.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_E24377A_uid13960.pfam,
PF08845	DUF1813	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08861	DUF1828	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,
PF08870	DUF1832	Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08873	DUF1834	Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,
PF08891	YfcL	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08918	PhoQ_Sensor	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08943	CsiD	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08946	Osmo_CC	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08956	DUF1869	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08965	DUF1870	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08971	GlgS	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08974	DUF1877	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF08980	DUF1883	Escherichia_coli_E24377A_uid13960.pfam,
PF08986	DUF1889	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF09003	Phage_integ_N	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF09008	Head_binding	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_RS218_uid19411.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_55989_uid33413.pfam,
PF09012	FeoC	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF09039	Mu_I-gamma	TY2482.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_E24377A_uid13960.pfam,
PF09048	Cro	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,
PF09077	Phage-MuB_C	Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,
PF09078	CheY-binding	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF09084	NMT1	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF09106	SelB-wing_2	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF09107	SelB-wing_3	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF09115	DNApol3-delta_C	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF09157	TruB-C_2	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF09160	FimH_man-bind	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF09163	Form-deh_trans	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF09179	TilS	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF09186	DUF1949	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF09190	DALR_2	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF09209	DUF1956	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF09223	YodA	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF09250	Prim-Pol	Escherichia_coli_IAI1_uid33373.pfam,
PF09255	Antig_Caf1	Escherichia_coli_SE11_uid18057.pfam,
PF09261	Alpha-mann_mid	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF09278	MerR-DNA-bind	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF09285	Elong-fact-P_C	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
